"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"Trapt","Tegan","F","38","Levine","285.98812","paid","Portland-South Portland, ME","416","Headstrong (Album Version)","80"
"Sidewalk Prophets","Matthew","M","1","Jones","260.62322","free","Janesville-Beloit, WI","392","You Love Me Anyway (Album)","36"
"Pearl Jam","Tegan","F","39","Levine","352.88771","paid","Portland-South Portland, ME","416","Not For You","80"
"Nach","Matthew","M","5","Jones","182.41261","paid","Janesville-Beloit, WI","392","El Juego Del Rap","36"
"U.S. Bombs","Ava","F","0","Robinson","214.85669","free","New Haven-Milford, CT","360","U.S. Bombs","50"
"Vasco Rossi","Matthew","M","6","Jones","233.53424","paid","Janesville-Beloit, WI","392","Colpa Del Whisky (Andrea Paci Radio Edit)","36"
"Bruce Springsteen","Tegan","F","40","Levine","195.7873","paid","Portland-South Portland, ME","416","Streets Of Philadelphia","80"
"Usher","Ava","F","1","Robinson","224.10404","free","New Haven-Milford, CT","360","Hey Daddy (Daddy's Home)","50"
"Martin Orford","Matthew","M","7","Jones","597.55057","paid","Janesville-Beloit, WI","392","Grand Designs","36"
"Curtis Stigers","Tegan","F","42","Levine","259.49995","paid","Portland-South Portland, ME","416","Columbus Avenue","80"
"ManÃÂ¡","Ava","F","2","Robinson","262.81751","free","New Haven-Milford, CT","360","Mariposa traicionera","50"
"Mariah Carey","Ryan","M","0","Smith","242.18077","free","San Jose-Sunnyvale-Santa Clara, CA","397","Obsessed","26"
"Jack Johnson","Tegan","F","43","Levine","236.93016","paid","Portland-South Portland, ME","416","Bubble Toes","80"
"Bill Withers","Ava","F","3","Robinson","383.73832","free","New Haven-Milford, CT","360","Make Love To Your Mind","50"
"Postal Service","Ryan","M","1","Smith","307.53914","free","San Jose-Sunnyvale-Santa Clara, CA","397","Natural Anthem (Album)","26"
"Sara Bareilles","Tegan","F","44","Levine","253.02159","paid","Portland-South Portland, ME","416","Love On The Rocks","80"
"Gillian Welch","Matthew","M","8","Jones","237.26975","paid","Janesville-Beloit, WI","392","Pass You By","36"
"M83","Ava","F","4","Robinson","367.5424","free","New Haven-Milford, CT","360","Gone","50"
"Okkervil River","Ryan","M","2","Smith","278.54322","free","San Jose-Sunnyvale-Santa Clara, CA","397","Unless It's Kicks","26"
"1200 Mics","Matthew","M","9","Jones","483.39546","paid","Janesville-Beloit, WI","392","DNA","36"
"Chasen","Tegan","F","46","Levine","166.16444","paid","Portland-South Portland, ME","416","Crazy Beautiful","80"
"Jonas Steur","Tegan","F","47","Levine","481.38404","paid","Portland-South Portland, ME","416","Sonrisa","80"
"Franz Ferdinand","Matthew","M","10","Jones","204.14649","paid","Janesville-Beloit, WI","392","Call Me","36"
"Recycler","Matthew","M","11","Jones","323.52608","paid","Janesville-Beloit, WI","392","Kromozom Bankal (Linathaleyco Mix)","36"
"Red Hot Chili Peppers","Ryan","M","1","Smith","107.31057","free","San Jose-Sunnyvale-Santa Clara, CA","431","Pea (Album Version)","26"
"Sunny Day Real Estate","Ryan","M","2","Smith","198.97424","free","San Jose-Sunnyvale-Santa Clara, CA","431","Red Elephant","26"
"Alice In Chains","Tegan","F","48","Levine","282.30485","paid","Portland-South Portland, ME","416","Your Decision","80"
"Bell Orchestre","Matthew","M","12","Jones","137.82159","paid","Janesville-Beloit, WI","392","Stripes","36"
"Linkin Park","Jacob","M","1","Rogers","494.99383","free","San Diego-Carlsbad, CA","425","Bleed It Out [Live At Milton Keynes]","18"
"Sam Cooke","Ryan","M","3","Smith","122.04363","free","San Jose-Sunnyvale-Santa Clara, CA","431","Ain't Misbehavin","26"
"Sunny Day Real Estate","Matthew","M","13","Jones","253.43955","paid","Janesville-Beloit, WI","392","Every Shining Time You Arrive (Album)","36"
"Eminem","Tegan","F","49","Levine","212.00934","paid","Portland-South Portland, ME","416","I'm Shady","80"
"Westside Connection","Matthew","M","14","Jones","223.60771","paid","Janesville-Beloit, WI","392","Call 9-1-1 (Explicit)","36"
"Kitty Wells & Roy Drusky","Matthew","M","15","Jones","140.64281","paid","Janesville-Beloit, WI","392","Remember Me_ I'm The One Who Loves You","36"
"Big Shug","Matthew","M","16","Jones","140.56444","paid","Janesville-Beloit, WI","392","It Just Don't Stop","36"
"Miguel Calo","Matthew","M","17","Jones","171.17995","paid","Janesville-Beloit, WI","392","El Cuatrero","36"
"Jimi Hendrix","Matthew","M","18","Jones","241.24036","paid","Janesville-Beloit, WI","392","All Along The Watchtower","36"
"Mangataot","Matthew","M","19","Jones","356.62322","paid","Janesville-Beloit, WI","392","Kalidafun Parts 1&2","36"
"Scott Walker","Matthew","M","20","Jones","199.6273","paid","Janesville-Beloit, WI","392","Rosemary","36"
"Styx","Matthew","M","21","Jones","247.64036","paid","Janesville-Beloit, WI","392","Blue Collar Man (Long Nights)","36"
"Aventura","Matthew","M","22","Jones","240.43057","paid","Janesville-Beloit, WI","392","Su veneno","36"
"Katy Perry","Matthew","M","23","Jones","233.53424","paid","Janesville-Beloit, WI","392","Hot N Cold (Manhattan Clique Remix Radio Edit)","36"
"Black Eyed Peas","Matthew","M","24","Jones","210.15465","paid","Janesville-Beloit, WI","392","Bebot","36"
"Boys Noize","Matthew","M","26","Jones","256.60036","paid","Janesville-Beloit, WI","392","Lava Lava","36"
"James Blake","Matthew","M","27","Jones","248.78975","paid","Janesville-Beloit, WI","392","Air & Lack Thereof","36"
"Aqua","Tegan","F","1","Levine","217.57342","paid","Portland-South Portland, ME","434","My Mamma Said","80"
"Emil Gilels/Orchestre de la SociÃÂ©tÃÂ© des Concerts du Conservatoire/AndrÃÂ© Cluytens","Matthew","M","28","Jones","375.19628","paid","Janesville-Beloit, WI","392","Piano Concerto No. 2 in G minor Op. 22 (2006 Digital Remaster): III.  Presto","36"
"Pixies","Tegan","F","2","Levine","229.3024","paid","Portland-South Portland, ME","434","Where Is My Mind?","80"
"LCD Soundsystem","Tegan","F","3","Levine","221.64853","paid","Portland-South Portland, ME","434","Drunk Girls","80"
"Phil Collins","Matthew","M","29","Jones","204.19873","paid","Janesville-Beloit, WI","392","Two Hearts","36"
"The Strokes","Matthew","M","30","Jones","218.56608","paid","Janesville-Beloit, WI","392","Reptilia","36"
"4 Skins","Kinsley","F","1","Young","165.51138","paid","Red Bluff, CA","427","Clockwork Skinhead","85"
"Kate Ryan","Matthew","M","31","Jones","239.96036","paid","Janesville-Beloit, WI","392","Scream For More","36"
"Hi-Tek","Kinsley","F","2","Young","153.67791","paid","Red Bluff, CA","427","God's Plan","85"
"Deborah Harry","Kinsley","F","3","Young","257.41016","paid","Red Bluff, CA","427","Kiss It Better","85"
"Octopus Project","Matthew","M","32","Jones","250.95791","paid","Janesville-Beloit, WI","392","All Of The Champs That Ever Lived","36"
"Escape The Fate","Matthew","M","33","Jones","217.28608","paid","Janesville-Beloit, WI","392","Something","36"
"Charttraxx Karaoke","Matthew","M","34","Jones","225.17506","paid","Janesville-Beloit, WI","392","Fireflies","36"
"Placebo","Matthew","M","35","Jones","241.52771","paid","Janesville-Beloit, WI","392","English Summer Rain","36"
"Frightened Rabbit","Matthew","M","36","Jones","146.46812","paid","Janesville-Beloit, WI","392","Man/Bag Of Sand","36"
"Darius Rucker","Matthew","M","37","Jones","181.81179","paid","Janesville-Beloit, WI","392","Don't Think I Don't Think About It","36"
"Foo Fighters","Matthew","M","38","Jones","249.99138","paid","Janesville-Beloit, WI","392","Everlong","36"
"White Denim","Chloe","F","1","Cuevas","148.55791","free","San Francisco-Oakland-Hayward, CA","405","Transparency","49"
"The Meters","Matthew","M","41","Jones","167.00036","paid","Janesville-Beloit, WI","392","Jambalaya (On The Bayou)","36"
"Ron Carter","Chloe","F","2","Cuevas","497.13587","free","San Francisco-Oakland-Hayward, CA","405","I CAN'T GET STARTED","49"
"Rihanna","Matthew","M","42","Jones","208.40444","paid","Janesville-Beloit, WI","392","Te Amo","36"
"Bayside","Matthew","M","43","Jones","156.29016","paid","Janesville-Beloit, WI","392","Kellum (Album Version)","36"
"Mariah","Matthew","M","44","Jones","432.19546","paid","Janesville-Beloit, WI","392","My All","36"
"She & Him","Chloe","F","3","Cuevas","185.15546","free","San Francisco-Oakland-Hayward, CA","405","Change Is Hard","49"
"Ladytron","Chloe","F","4","Cuevas","325.14567","free","San Francisco-Oakland-Hayward, CA","405","Sugar (Jagz Kooner Mix)","49"
"Soft","Matthew","M","45","Jones","195.7873","paid","Janesville-Beloit, WI","392","Dumb Blood","36"
"The Format","Matthew","M","46","Jones","241.10975","paid","Janesville-Beloit, WI","392","Time Bomb","36"
"Michael Jackson","Matthew","M","47","Jones","390.5824","paid","Janesville-Beloit, WI","392","In The Closet","36"
"JLS","Matthew","M","48","Jones","172.53832","paid","Janesville-Beloit, WI","392","Don't Go","36"
"Young Money featuring Lloyd","Matthew","M","49","Jones","196.33587","paid","Janesville-Beloit, WI","392","BedRock (Radio Edit) (feat.Lloyd)","36"
"Peter Tosh","Matthew","M","50","Jones","320.02567","paid","Janesville-Beloit, WI","392","Rock With Me","36"
"Nick Duffy","Matthew","M","51","Jones","235.49342","paid","Janesville-Beloit, WI","392","Motor Panir","36"
"Alanis Morissette","Matthew","M","52","Jones","175.82975","paid","Janesville-Beloit, WI","392","Right Through You (LP Version)","36"
"Muse","Matthew","M","54","Jones","209.50159","paid","Janesville-Beloit, WI","392","Supermassive Black Hole (Twilight Soundtrack Version)","36"
"Bon Iver","Matthew","M","55","Jones","242.93832","paid","Janesville-Beloit, WI","392","Brackett_ WI","36"
"Leftover Crack","Matthew","M","56","Jones","195.082","paid","Janesville-Beloit, WI","392","Burn Them Prisons","36"
"For Squirrels","Matthew","M","57","Jones","337.162","paid","Janesville-Beloit, WI","392","Mighty K.C.","36"
"Fobia","Matthew","M","58","Jones","290.40281","paid","Janesville-Beloit, WI","392","Tu Me Asustas","36"
"Indian Jewelry","Matthew","M","59","Jones","295.83628","paid","Janesville-Beloit, WI","392","Barbwire","36"
"M.O.P.","Matthew","M","60","Jones","232.6722","paid","Janesville-Beloit, WI","392","Ante Up (Robbin Hoodz Theory)","36"
"Eminem / Dr. Dre / 50 Cent","Matthew","M","61","Jones","297.482","paid","Janesville-Beloit, WI","392","Crack A Bottle","36"
"Shakira","Celeste","F","0","Williams","571.16689","free","Klamath Falls, OR","311","Estoy AquÃÂ­","53"
"Usher Featuring Lil' Jon & Ludacris","Matthew","M","62","Jones","250.38322","paid","Janesville-Beloit, WI","392","Yeah!","36"
"Rodrigo y Gabriela","Matthew","M","63","Jones","223.16363","paid","Janesville-Beloit, WI","392","Hanuman","36"
"Ramones","Matthew","M","64","Jones","149.4722","paid","Janesville-Beloit, WI","392","I Wanna Be Sedated (Remastered Album Version )","36"
"Mayday Parade","Matthew","M","65","Jones","316.9171","paid","Janesville-Beloit, WI","392","Miserable At Best (Album)","36"
"Eminem","Jayden","M","0","Graves","304.87465","paid","Marinette, WI-MI","297","Music Box","25"
"Cut Copy","Jayden","M","1","Graves","71.49669","paid","Marinette, WI-MI","297","Visions","25"
"Xandria","Theodore","M","0","Harris","216.81587","free","Red Bluff, CA","418","Calyx Virago","14"
"Missy Higgins","Jayden","M","2","Graves","274.80771","paid","Marinette, WI-MI","297","Drop The Mirror (EP Version)","25"
"Mobb Deep","Theodore","M","1","Harris","181.15873","free","Red Bluff, CA","418","Shook Ones pt. 2","14"
"Beatriz Luengo","Jayden","M","3","Graves","242.05016","paid","Marinette, WI-MI","297","Pretendo Hablarte","25"
"Evanescence","Jayden","M","4","Graves","237.11302","paid","Marinette, WI-MI","297","Bring Me To Life","25"
"OceanLab","Jayden","M","5","Graves","440.842","paid","Marinette, WI-MI","297","Clear Blue Water","25"
"Dwight Yoakam","Mohammad","M","0","Rodriguez","239.3073","free","Sacramento--Roseville--Arden-Arcade, CA","325","You're The One","88"
"The Devil Wears Prada","Mohammad","M","1","Rodriguez","205.66159","free","Sacramento--Roseville--Arden-Arcade, CA","325","Lord Xenu","88"
"Eva Cassidy","Jayden","M","6","Graves","248.86812","paid","Marinette, WI-MI","297","Take Me To The River","25"
"Mr. Oizo","Jayden","M","7","Graves","325.22404","paid","Marinette, WI-MI","297","Flat Beat","25"
"Mariah Carey","Jayden","M","8","Graves","261.642","paid","Marinette, WI-MI","297","Never Too Far","25"
"Kid Cudi Vs Crookers","Jayden","M","9","Graves","162.97751","paid","Marinette, WI-MI","297","Day 'N' Nite","25"
"Pat Martino","Jayden","M","10","Graves","355.94404","paid","Marinette, WI-MI","297","El Hombre","25"
"Jason Mraz","Jayden","M","11","Graves","218.40934","paid","Marinette, WI-MI","297","Geek In The Pink [Phil Tan Remix]","25"
"Dwight Yoakam","Jayden","M","12","Graves","239.3073","paid","Marinette, WI-MI","297","You're The One","25"
"Smokey Robinson & The Miracles","Jayden","M","13","Graves","168.9073","paid","Marinette, WI-MI","297","I Second That Emotion","25"
